"","mNeighborhood","YearMonth","Gun","Any.Weapon","Num.Crimes"
"6100","Newhallville",201110,"0",1,24
"6101","Prospect Hill",201110,"0",1,3
"6102","Quinnipiac",201110,"0",1,6
"6103","West River",201110,"0",1,19
"6104","West Rock",201110,"0",1,7
"6105","Westville",201110,"0",1,6
"6106","Wooster Square/Mill River",201110,"0",1,11
"6107","Amity",201111,"0",1,13
"6108","Annex",201111,"0",1,12
"6109","Beaver Hills",201111,"0",1,12
"6110","Dixwell",201111,"0",1,13
"6111","Downtown",201111,"0",1,30
"6112","Dwight",201111,"0",1,12
"6113","East Rock",201111,"0",1,11
"6114","East Shore",201111,"0",1,2
"6115","Edgewood",201111,"0",1,9
"6116","Fair Haven",201111,"0",1,40
"6117","Fair Haven Heights",201111,"0",1,12
"6118","Hill",201111,"0",1,57
"6119","Long Wharf",201111,"0",1,12
"6120","Newhallville",201111,"0",1,19
"6121","Prospect Hill",201111,"0",1,8
"6122","Quinnipiac",201111,"0",1,12
"6123","West River",201111,"0",1,18
"6124","West Rock",201111,"0",1,10
"6125","Wooster Square/Mill River",201111,"0",1,12
"6126","Amity",201112,"0",1,10
"6127","Annex",201112,"0",1,14
"6128","Beaver Hills",201112,"0",1,10
"6129","Dixwell",201112,"0",1,27
"6130","Downtown",201112,"0",1,46
"6131","Dwight",201112,"0",1,15
"6132","East Rock",201112,"0",1,4
"6133","East Shore",201112,"0",1,6
"6134","Edgewood",201112,"0",1,16
"6135","Fair Haven",201112,"0",1,42
"6136","Fair Haven Heights",201112,"0",1,8
"6137","Hill",201112,"0",1,55
"6138","Long Wharf",201112,"0",1,6
"6139","Newhallville",201112,"0",1,20
"6140","Prospect Hill",201112,"0",1,6
"6141","Quinnipiac",201112,"0",1,8
"6142","West River",201112,"0",1,13
"6143","West Rock",201112,"0",1,12
"6144","Westville",201112,"0",1,3
"6145","Wooster Square/Mill River",201112,"0",1,11
"6146","Amity",201201,"0",1,7
"6147","Annex",201201,"0",1,7
"6148","Beaver Hills",201201,"0",1,5
"6149","Dixwell",201201,"0",1,11
"6150","Downtown",201201,"0",1,19
"6151","Dwight",201201,"0",1,16
"6152","East Rock",201201,"0",1,8
"6153","East Shore",201201,"0",1,1
"6154","Edgewood",201201,"0",1,11
"6155","Fair Haven",201201,"0",1,55
"6156","Fair Haven Heights",201201,"0",1,7
"6157","Hill",201201,"0",1,60
"6158","Long Wharf",201201,"0",1,13
"6159","Newhallville",201201,"0",1,23
"6160","Prospect Hill",201201,"0",1,5
"6161","Quinnipiac",201201,"0",1,9
"6162","West River",201201,"0",1,12
"6163","West Rock",201201,"0",1,6
"6164","Westville",201201,"0",1,3
"6165","Wooster Square/Mill River",201201,"0",1,9
"6166","Amity",201202,"0",1,5
"6167","Annex",201202,"0",1,12
"6168","Beaver Hills",201202,"0",1,6
"6169","Dixwell",201202,"0",1,22
"6170","Downtown",201202,"0",1,33
"6171","Dwight",201202,"0",1,10
"6172","East Rock",201202,"0",1,2
"6173","East Shore",201202,"0",1,1
"6174","Edgewood",201202,"0",1,15
"6175","Fair Haven",201202,"0",1,42
"6176","Fair Haven Heights",201202,"0",1,11
"6177","Hill",201202,"0",1,35
"6178","Long Wharf",201202,"0",1,10
"6179","Newhallville",201202,"0",1,31
"6180","Prospect Hill",201202,"0",1,1
"6181","Quinnipiac",201202,"0",1,12
"6182","West River",201202,"0",1,9
"6183","West Rock",201202,"0",1,8
"6184","Westville",201202,"0",1,1
"6185","Wooster Square/Mill River",201202,"0",1,12
"6186","Amity",201203,"0",1,18
"6187","Annex",201203,"0",1,17
"6188","Beaver Hills",201203,"0",1,19
"6189","Dixwell",201203,"0",1,23
"6190","Downtown",201203,"0",1,53
"6191","Dwight",201203,"0",1,10
"6192","East Rock",201203,"0",1,4
"6193","East Shore",201203,"0",1,3
"6194","Edgewood",201203,"0",1,18
"6195","Fair Haven",201203,"0",1,49
"6196","Fair Haven Heights",201203,"0",1,8
"6197","Hill",201203,"0",1,59
"6198","Long Wharf",201203,"0",1,14
"6199","Newhallville",201203,"0",1,31
"6200","Prospect Hill",201203,"0",1,3
"6201","Quinnipiac",201203,"0",1,26
"6202","West River",201203,"0",1,16
"6203","West Rock",201203,"0",1,5
"6204","Westville",201203,"0",1,2
"6205","Wooster Square/Mill River",201203,"0",1,15
"6206","Amity",201204,"0",1,14
"6207","Annex",201204,"0",1,15
"6208","Beaver Hills",201204,"0",1,17
"6209","Dixwell",201204,"0",1,24
"6210","Downtown",201204,"0",1,23
"6211","Dwight",201204,"0",1,16
"6212","East Rock",201204,"0",1,4
"6213","East Shore",201204,"0",1,2
"6214","Edgewood",201204,"0",1,18
"6215","Fair Haven",201204,"0",1,46
"6216","Fair Haven Heights",201204,"0",1,6
"6217","Hill",201204,"0",1,47
"6218","Long Wharf",201204,"0",1,5
"6219","Newhallville",201204,"0",1,20
"6220","Prospect Hill",201204,"0",1,4
"6221","Quinnipiac",201204,"0",1,16
"6222","West River",201204,"0",1,10
"6223","West Rock",201204,"0",1,13
"6224","Westville",201204,"0",1,3
"6225","Wooster Square/Mill River",201204,"0",1,10
"6226","Amity",201205,"0",1,26
"6227","Annex",201205,"0",1,17
"6228","Beaver Hills",201205,"0",1,7
"6229","Dixwell",201205,"0",1,27
"6230","Downtown",201205,"0",1,40
"6231","Dwight",201205,"0",1,15
"6232","East Rock",201205,"0",1,11
"6233","East Shore",201205,"0",1,3
"6234","Edgewood",201205,"0",1,21
"6235","Fair Haven",201205,"0",1,52
"6236","Fair Haven Heights",201205,"0",1,14
"6237","Hill",201205,"0",1,59
"6238","Long Wharf",201205,"0",1,13
"6239","Newhallville",201205,"0",1,31
"6240","Prospect Hill",201205,"0",1,6
"6241","Quinnipiac",201205,"0",1,9
"6242","West River",201205,"0",1,17
"6243","West Rock",201205,"0",1,7
"6244","Westville",201205,"0",1,5
"6245","Wooster Square/Mill River",201205,"0",1,12
"6246","Amity",201206,"0",1,14
"6247","Annex",201206,"0",1,13
"6248","Beaver Hills",201206,"0",1,7
"6249","Dixwell",201206,"0",1,15
"6250","Downtown",201206,"0",1,31
"6251","Dwight",201206,"0",1,17
"6252","East Rock",201206,"0",1,4
"6253","East Shore",201206,"0",1,5
"6254","Edgewood",201206,"0",1,9
"6255","Fair Haven",201206,"0",1,45
"6256","Fair Haven Heights",201206,"0",1,12
"6257","Hill",201206,"0",1,55
"6258","Long Wharf",201206,"0",1,8
"6259","Newhallville",201206,"0",1,39
"6260","Prospect Hill",201206,"0",1,4
"6261","Quinnipiac",201206,"0",1,7
"6262","West River",201206,"0",1,15
"6263","West Rock",201206,"0",1,18
"6264","Westville",201206,"0",1,4
"6265","Wooster Square/Mill River",201206,"0",1,16
"6266","Amity",201207,"0",1,11
"6267","Annex",201207,"0",1,14
"6268","Beaver Hills",201207,"0",1,9
"6269","Dixwell",201207,"0",1,22
"6270","Downtown",201207,"0",1,35
"6271","Dwight",201207,"0",1,15
"6272","East Rock",201207,"0",1,6
"6273","East Shore",201207,"0",1,4
"6274","Edgewood",201207,"0",1,13
"6275","Fair Haven",201207,"0",1,46
"6276","Fair Haven Heights",201207,"0",1,6
"6277","Hill",201207,"0",1,67
"6278","Long Wharf",201207,"0",1,10
"6279","Newhallville",201207,"0",1,45
"6280","Prospect Hill",201207,"0",1,6
"6281","Quinnipiac",201207,"0",1,14
"6282","West River",201207,"0",1,21
"6283","West Rock",201207,"0",1,5
"6284","Westville",201207,"0",1,5
"6285","Wooster Square/Mill River",201207,"0",1,12
"6286","Amity",201208,"0",1,8
"6287","Annex",201208,"0",1,4
"6288","Beaver Hills",201208,"0",1,19
"6289","Dixwell",201208,"0",1,20
"6290","Downtown",201208,"0",1,35
"6291","Dwight",201208,"0",1,22
"6292","East Rock",201208,"0",1,9
"6293","East Shore",201208,"0",1,2
"6294","Edgewood",201208,"0",1,21
"6295","Fair Haven",201208,"0",1,67
"6296","Fair Haven Heights",201208,"0",1,6
"6297","Hill",201208,"0",1,67
"6298","Long Wharf",201208,"0",1,11
"6299","Newhallville",201208,"0",1,22
"6300","Prospect Hill",201208,"0",1,2
"6301","Quinnipiac",201208,"0",1,18
"6302","West River",201208,"0",1,19
"6303","West Rock",201208,"0",1,7
"6304","Westville",201208,"0",1,4
"6305","Wooster Square/Mill River",201208,"0",1,21
"6306","Amity",201209,"0",1,7
"6307","Annex",201209,"0",1,19
"6308","Beaver Hills",201209,"0",1,7
"6309","Dixwell",201209,"0",1,14
"6310","Downtown",201209,"0",1,45
"6311","Dwight",201209,"0",1,21
"6312","East Rock",201209,"0",1,7
"6313","East Shore",201209,"0",1,4
"6314","Edgewood",201209,"0",1,21
"6315","Fair Haven",201209,"0",1,59
"6316","Fair Haven Heights",201209,"0",1,13
"6317","Hill",201209,"0",1,69
"6318","Long Wharf",201209,"0",1,9
"6319","Newhallville",201209,"0",1,26
"6320","Prospect Hill",201209,"0",1,4
"6321","Quinnipiac",201209,"0",1,20
"6322","West River",201209,"0",1,15
"6323","West Rock",201209,"0",1,7
"6324","Westville",201209,"0",1,9
"6325","Wooster Square/Mill River",201209,"0",1,13
"6326","Amity",201210,"0",1,15
"6327","Annex",201210,"0",1,12
"6328","Beaver Hills",201210,"0",1,10
"6329","Dixwell",201210,"0",1,18
"6330","Downtown",201210,"0",1,41
"6331","Dwight",201210,"0",1,15
"6332","East Rock",201210,"0",1,9
"6333","East Shore",201210,"0",1,1
"6334","Edgewood",201210,"0",1,22
"6335","Fair Haven",201210,"0",1,36
"6336","Fair Haven Heights",201210,"0",1,13
"6337","Hill",201210,"0",1,47
"6338","Long Wharf",201210,"0",1,10
"6339","Newhallville",201210,"0",1,26
"6340","Prospect Hill",201210,"0",1,3
"6341","Quinnipiac",201210,"0",1,11
"6342","West River",201210,"0",1,16
"6343","West Rock",201210,"0",1,5
"6344","Westville",201210,"0",1,3
"6345","Wooster Square/Mill River",201210,"0",1,32
"6346","Amity",201211,"0",1,6
"6347","Annex",201211,"0",1,12
"6348","Beaver Hills",201211,"0",1,4
"6349","Dixwell",201211,"0",1,16
"6350","Downtown",201211,"0",1,37
"6351","Dwight",201211,"0",1,25
"6352","East Rock",201211,"0",1,6
"6353","East Shore",201211,"0",1,3
"6354","Edgewood",201211,"0",1,19
"6355","Fair Haven",201211,"0",1,43
"6356","Fair Haven Heights",201211,"0",1,10
"6357","Hill",201211,"0",1,55
"6358","Long Wharf",201211,"0",1,7
"6359","Newhallville",201211,"0",1,24
"6360","Prospect Hill",201211,"0",1,4
"6361","Quinnipiac",201211,"0",1,6
"6362","West River",201211,"0",1,19
"6363","West Rock",201211,"0",1,8
"6364","Westville",201211,"0",1,1
"6365","Wooster Square/Mill River",201211,"0",1,12
"6366","Amity",201212,"0",1,3
"6367","Annex",201212,"0",1,9
"6368","Beaver Hills",201212,"0",1,5
"6369","Dixwell",201212,"0",1,10
"6370","Downtown",201212,"0",1,34
"6371","Dwight",201212,"0",1,16
"6372","East Rock",201212,"0",1,5
"6373","East Shore",201212,"0",1,1
"6374","Edgewood",201212,"0",1,12
"6375","Fair Haven",201212,"0",1,50
"6376","Fair Haven Heights",201212,"0",1,10
"6377","Hill",201212,"0",1,50
"6378","Long Wharf",201212,"0",1,9
"6379","Newhallville",201212,"0",1,17
"6380","Prospect Hill",201212,"0",1,6
"6381","Quinnipiac",201212,"0",1,10
"6382","West River",201212,"0",1,13
"6383","West Rock",201212,"0",1,5
"6384","Wooster Square/Mill River",201212,"0",1,12
"6385","Amity",201301,"0",1,10
"6386","Annex",201301,"0",1,14
"6387","Beaver Hills",201301,"0",1,7
"6388","Dixwell",201301,"0",1,19
"6389","Downtown",201301,"0",1,35
"6390","Dwight",201301,"0",1,10
"6391","East Rock",201301,"0",1,7
"6392","East Shore",201301,"0",1,1
"6393","Edgewood",201301,"0",1,17
"6394","Fair Haven",201301,"0",1,52
"6395","Fair Haven Heights",201301,"0",1,13
"6396","Hill",201301,"0",1,58
"6397","Long Wharf",201301,"0",1,13
"6398","Newhallville",201301,"0",1,24
"6399","Prospect Hill",201301,"0",1,4
"6400","Quinnipiac",201301,"0",1,13
"6401","West River",201301,"0",1,13
"6402","West Rock",201301,"0",1,7
"6403","Westville",201301,"0",1,1
"6404","Wooster Square/Mill River",201301,"0",1,12
"6405","Amity",201302,"0",1,17
"6406","Annex",201302,"0",1,12
"6407","Beaver Hills",201302,"0",1,5
"6408","Dixwell",201302,"0",1,25
"6409","Downtown",201302,"0",1,24
"6410","Dwight",201302,"0",1,12
"6411","East Rock",201302,"0",1,8
"6412","Edgewood",201302,"0",1,10
"6413","Fair Haven",201302,"0",1,45
"6414","Fair Haven Heights",201302,"0",1,8
"6415","Hill",201302,"0",1,47
"6416","Long Wharf",201302,"0",1,10
"6417","Newhallville",201302,"0",1,15
"6418","Prospect Hill",201302,"0",1,2
"6419","Quinnipiac",201302,"0",1,9
"6420","West River",201302,"0",1,7
"6421","West Rock",201302,"0",1,14
"6422","Westville",201302,"0",1,4
"6423","Wooster Square/Mill River",201302,"0",1,10
"6424","Amity",201303,"0",1,20
"6425","Annex",201303,"0",1,7
"6426","Beaver Hills",201303,"0",1,8
"6427","Dixwell",201303,"0",1,20
"6428","Downtown",201303,"0",1,41
"6429","Dwight",201303,"0",1,10
"6430","East Rock",201303,"0",1,11
"6431","East Shore",201303,"0",1,1
"6432","Edgewood",201303,"0",1,11
"6433","Fair Haven",201303,"0",1,47
"6434","Fair Haven Heights",201303,"0",1,9
"6435","Hill",201303,"0",1,56
"6436","Long Wharf",201303,"0",1,14
"6437","Newhallville",201303,"0",1,25
"6438","Prospect Hill",201303,"0",1,2
"6439","Quinnipiac",201303,"0",1,16
"6440","West River",201303,"0",1,11
"6441","West Rock",201303,"0",1,7
"6442","Westville",201303,"0",1,2
"6443","Wooster Square/Mill River",201303,"0",1,11
"6444","Amity",201304,"0",1,14
"6445","Annex",201304,"0",1,14
"6446","Beaver Hills",201304,"0",1,7
"6447","Dixwell",201304,"0",1,19
"6448","Downtown",201304,"0",1,37
"6449","Dwight",201304,"0",1,16
"6450","East Rock",201304,"0",1,8
"6451","East Shore",201304,"0",1,6
"6452","Edgewood",201304,"0",1,12
"6453","Fair Haven",201304,"0",1,53
"6454","Fair Haven Heights",201304,"0",1,11
"6455","Hill",201304,"0",1,54
"6456","Long Wharf",201304,"0",1,12
"6457","Newhallville",201304,"0",1,23
"6458","Prospect Hill",201304,"0",1,4
"6459","Quinnipiac",201304,"0",1,5
"6460","West River",201304,"0",1,14
"6461","West Rock",201304,"0",1,11
"6462","Westville",201304,"0",1,2
"6463","Wooster Square/Mill River",201304,"0",1,13
"6464","Amity",201305,"0",1,13
"6465","Annex",201305,"0",1,11
"6466","Beaver Hills",201305,"0",1,8
"6467","Dixwell",201305,"0",1,25
"6468","Downtown",201305,"0",1,25
"6469","Dwight",201305,"0",1,20
"6470","East Rock",201305,"0",1,13
"6471","East Shore",201305,"0",1,2
"6472","Edgewood",201305,"0",1,15
"6473","Fair Haven",201305,"0",1,61
"6474","Fair Haven Heights",201305,"0",1,14
"6475","Hill",201305,"0",1,48
"6476","Long Wharf",201305,"0",1,5
"6477","Newhallville",201305,"0",1,34
"6478","Prospect Hill",201305,"0",1,7
"6479","Quinnipiac",201305,"0",1,16
"6480","West River",201305,"0",1,22
"6481","West Rock",201305,"0",1,14
"6482","Westville",201305,"0",1,3
"6483","Wooster Square/Mill River",201305,"0",1,11
"6484","Amity",201306,"0",1,8
"6485","Annex",201306,"0",1,11
"6486","Beaver Hills",201306,"0",1,12
"6487","Dixwell",201306,"0",1,28
"6488","Downtown",201306,"0",1,30
"6489","Dwight",201306,"0",1,16
"6490","East Rock",201306,"0",1,6
"6491","East Shore",201306,"0",1,2
"6492","Edgewood",201306,"0",1,13
"6493","Fair Haven",201306,"0",1,63
"6494","Fair Haven Heights",201306,"0",1,11
"6495","Hill",201306,"0",1,52
"6496","Long Wharf",201306,"0",1,9
"6497","Newhallville",201306,"0",1,22
"6498","Prospect Hill",201306,"0",1,6
"6499","Quinnipiac",201306,"0",1,11
"6500","West River",201306,"0",1,20
"6501","West Rock",201306,"0",1,4
"6502","Westville",201306,"0",1,4
"6503","Wooster Square/Mill River",201306,"0",1,13
"6504","Amity",201307,"0",1,20
"6505","Annex",201307,"0",1,12
"6506","Beaver Hills",201307,"0",1,8
"6507","Dixwell",201307,"0",1,24
"6508","Downtown",201307,"0",1,23
"6509","Dwight",201307,"0",1,21
"6510","East Rock",201307,"0",1,7
"6511","East Shore",201307,"0",1,4
"6512","Edgewood",201307,"0",1,22
"6513","Fair Haven",201307,"0",1,53
"6514","Fair Haven Heights",201307,"0",1,8
"6515","Hill",201307,"0",1,83
"6516","Long Wharf",201307,"0",1,7
"6517","Newhallville",201307,"0",1,31
"6518","Prospect Hill",201307,"0",1,8
"6519","Quinnipiac",201307,"0",1,9
"6520","West River",201307,"0",1,17
"6521","West Rock",201307,"0",1,6
"6522","Westville",201307,"0",1,3
"6523","Wooster Square/Mill River",201307,"0",1,12
"6524","Amity",201308,"0",1,18
"6525","Annex",201308,"0",1,10
"6526","Beaver Hills",201308,"0",1,8
"6527","Dixwell",201308,"0",1,23
"6528","Downtown",201308,"0",1,45
"6529","Dwight",201308,"0",1,21
"6530","East Rock",201308,"0",1,2
"6531","East Shore",201308,"0",1,3
"6532","Edgewood",201308,"0",1,26
"6533","Fair Haven",201308,"0",1,38
"6534","Fair Haven Heights",201308,"0",1,14
"6535","Hill",201308,"0",1,66
"6536","Long Wharf",201308,"0",1,11
"6537","Newhallville",201308,"0",1,33
"6538","Prospect Hill",201308,"0",1,4
"6539","Quinnipiac",201308,"0",1,19
"6540","West River",201308,"0",1,15
"6541","West Rock",201308,"0",1,5
"6542","Westville",201308,"0",1,4
"6543","Wooster Square/Mill River",201308,"0",1,11
"6544","Amity",200001,"1",1,3
"6545","Beaver Hills",200001,"1",1,2
"6546","Dixwell",200001,"1",1,3
"6547","Downtown",200001,"1",1,3
"6548","Dwight",200001,"1",1,1
"6549","East Rock",200001,"1",1,1
"6550","Edgewood",200001,"1",1,3
"6551","Fair Haven",200001,"1",1,7
"6552","Fair Haven Heights",200001,"1",1,3
"6553","Hill",200001,"1",1,9
"6554","Newhallville",200001,"1",1,3
"6555","Prospect Hill",200001,"1",1,1
"6556","Quinnipiac",200001,"1",1,2
"6557","West River",200001,"1",1,4
"6558","Wooster Square/Mill River",200001,"1",1,3
"6559","Amity",200002,"1",1,4
"6560","Beaver Hills",200002,"1",1,2
"6561","Downtown",200002,"1",1,4
"6562","Dwight",200002,"1",1,2
"6563","Edgewood",200002,"1",1,3
"6564","Fair Haven",200002,"1",1,3
"6565","Fair Haven Heights",200002,"1",1,1
"6566","Hill",200002,"1",1,6
"6567","West Rock",200002,"1",1,3
"6568","Amity",200003,"1",1,1
"6569","Annex",200003,"1",1,2
"6570","Beaver Hills",200003,"1",1,1
"6571","Dixwell",200003,"1",1,3
"6572","Downtown",200003,"1",1,1
"6573","Dwight",200003,"1",1,1
"6574","East Rock",200003,"1",1,1
"6575","Edgewood",200003,"1",1,1
"6576","Fair Haven",200003,"1",1,7
"6577","Fair Haven Heights",200003,"1",1,3
"6578","Hill",200003,"1",1,7
"6579","Newhallville",200003,"1",1,3
"6580","Quinnipiac",200003,"1",1,1
"6581","West River",200003,"1",1,3
"6582","West Rock",200003,"1",1,2
"6583","Dixwell",200004,"1",1,2
"6584","Downtown",200004,"1",1,1
"6585","Dwight",200004,"1",1,1
"6586","East Rock",200004,"1",1,1
"6587","Fair Haven",200004,"1",1,8
"6588","Fair Haven Heights",200004,"1",1,1
"6589","Hill",200004,"1",1,7
"6590","Newhallville",200004,"1",1,2
"6591","Wooster Square/Mill River",200004,"1",1,1
"6592","Amity",200005,"1",1,3
"6593","Beaver Hills",200005,"1",1,2
"6594","Dixwell",200005,"1",1,1
"6595","Dwight",200005,"1",1,3
"6596","Fair Haven",200005,"1",1,6
"6597","Fair Haven Heights",200005,"1",1,1
"6598","Hill",200005,"1",1,6
"6599","Newhallville",200005,"1",1,3
"6600","Prospect Hill",200005,"1",1,1
"6601","Quinnipiac",200005,"1",1,1
"6602","West River",200005,"1",1,2
"6603","West Rock",200005,"1",1,2
"6604","Wooster Square/Mill River",200005,"1",1,5
"6605","Amity",200006,"1",1,3
"6606","Annex",200006,"1",1,1
"6607","Beaver Hills",200006,"1",1,2
"6608","Dixwell",200006,"1",1,3
"6609","Downtown",200006,"1",1,2
"6610","Dwight",200006,"1",1,2
"6611","East Rock",200006,"1",1,1
"6612","Edgewood",200006,"1",1,1
"6613","Fair Haven",200006,"1",1,8
"6614","Hill",200006,"1",1,5
"6615","Newhallville",200006,"1",1,4
"6616","Prospect Hill",200006,"1",1,2
"6617","Quinnipiac",200006,"1",1,2
"6618","West River",200006,"1",1,2
"6619","West Rock",200006,"1",1,2
"6620","Wooster Square/Mill River",200006,"1",1,1
"6621","Amity",200007,"1",1,7
"6622","Annex",200007,"1",1,2
"6623","Beaver Hills",200007,"1",1,1
"6624","Dixwell",200007,"1",1,3
"6625","Downtown",200007,"1",1,7
"6626","Dwight",200007,"1",1,10
"6627","East Rock",200007,"1",1,5
"6628","Edgewood",200007,"1",1,3
"6629","Fair Haven",200007,"1",1,21
"6630","Fair Haven Heights",200007,"1",1,2
"6631","Hill",200007,"1",1,17
"6632","Long Wharf",200007,"1",1,2
"6633","Newhallville",200007,"1",1,11
"6634","Prospect Hill",200007,"1",1,6
"6635","Quinnipiac",200007,"1",1,2
"6636","West River",200007,"1",1,5
"6637","West Rock",200007,"1",1,4
"6638","Westville",200007,"1",1,1
"6639","Wooster Square/Mill River",200007,"1",1,2
"6640","Amity",200008,"1",1,7
"6641","Annex",200008,"1",1,2
"6642","Beaver Hills",200008,"1",1,7
"6643","Dixwell",200008,"1",1,5
"6644","Downtown",200008,"1",1,4
"6645","Dwight",200008,"1",1,2
"6646","East Rock",200008,"1",1,2
"6647","Edgewood",200008,"1",1,8
"6648","Fair Haven",200008,"1",1,10
"6649","Fair Haven Heights",200008,"1",1,6
"6650","Hill",200008,"1",1,13
"6651","Long Wharf",200008,"1",1,3
"6652","Newhallville",200008,"1",1,14
"6653","West River",200008,"1",1,5
"6654","West Rock",200008,"1",1,7
"6655","Wooster Square/Mill River",200008,"1",1,5
"6656","Amity",200009,"1",1,3
"6657","Annex",200009,"1",1,5
"6658","Beaver Hills",200009,"1",1,2
"6659","Dixwell",200009,"1",1,5
"6660","Downtown",200009,"1",1,4
"6661","Dwight",200009,"1",1,7
"6662","East Rock",200009,"1",1,2
"6663","Edgewood",200009,"1",1,1
"6664","Fair Haven",200009,"1",1,29
"6665","Fair Haven Heights",200009,"1",1,2
"6666","Hill",200009,"1",1,28
"6667","Long Wharf",200009,"1",1,1
"6668","Newhallville",200009,"1",1,6
"6669","Prospect Hill",200009,"1",1,1
